Tag,No.Economico,Fecha,Hora,Caseta,Carril,Clase,Importe,Fecha Aplicacion,Hora Aplicacion,Consecar
IMDM27383477..,TR206,13/01/2025,08:21:37,JALOSTOTITLAN,JALOSTOTITLAN 5,9,$670.00,13/01/2025,12:00:00,35809664
IMDM27113047..,TR145,13/01/2025,08:18:56,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$618.00,13/01/2025,12:00:00,35809664
IMDM27291912..,TR-169,13/01/2025,08:18:52,LEON,LEON 1,8,$488.00,13/01/2025,12:00:00,35809664
IMDM24319647..,HH59,13/01/2025,08:17:07,MENDOZA,MENDOZA 6,5,$185.00,13/01/2025,12:00:00,35809664
IMDM24209303..,61,13/01/2025,08:16:31,DURANGO,DURANGO 7,5,$234.00,13/01/2025,12:00:00,35809664
IMDM30057651..,HH-269,13/01/2025,08:15:52,LAS VIGAS,LAS VIGAS 2,5,$330.00,13/01/2025,12:00:00,35809664
IMDM27058348..,HH143,13/01/2025,08:15:37,CTO. EXT. MEXIQUENSE,T5 TULTITLAN,1,$154.00,13/01/2025,12:00:00,35809664
IMDM27113038..,HH133,13/01/2025,08:14:07,SAYULA,SAYULA 1,7,$286.00,13/01/2025,12:00:00,35809664
IMDM27383517..,HH65,13/01/2025,08:07:06,CERRO GORDO,CERRO GORDO 24,9,$312.00,13/01/2025,12:00:00,35809664
IMDM27113047..,TR145,13/01/2025,08:06:45,CTO. EXT. MEXIQUENSE,A33 VMI - A36 VMII,1,$91.00,13/01/2025,12:00:00,35809664
IMDM27383517..,HH65,13/01/2025,07:54:37,MENDOZA,MENDOZA 10,5,$185.00,13/01/2025,12:00:00,35809664
IMDM27383507..,TR-212,13/01/2025,07:53:51,LIB. SUR PTE. QRO,LIB SUR PTE QRO 4,5,$345.00,13/01/2025,12:00:00,35809664
IMDM27113057..,TR153,13/01/2025,07:53:16,SAYULA,SAYULA 1,6,$213.00,13/01/2025,12:00:00,35809664
IMDM27058349..,HH132,13/01/2025,07:52:47,QUERETARO,QUERETARO 2,9,$544.00,13/01/2025,12:00:00,35809664
IMDM27058348..,HH143,13/01/2025,07:52:16,CTO. EXT. MEXIQUENSE,A32 TULTEPEC AUX II,1,$349.00,13/01/2025,12:00:00,35809664
IMDM27113041..,TR026,13/01/2025,07:49:58,SANCTORUM,SANCTURUM 7,5,$334.00,13/01/2025,12:00:00,35809664
IMDM27383476..,TR-210,13/01/2025,07:49:49,ARMERIA VIAPASS,Armeria-Manzanillo,1,$590.00,13/01/2025,12:00:00,35809664
IMDM27383473..,194,13/01/2025,07:49:47,TEPOTZOTLAN,TEPOTZOTLAN 2,4,$471.00,13/01/2025,12:00:00,35809664
IMDM30057665..,HH-253,13/01/2025,07:48:57,AGUJITA-ALLENDE,AGUJITA - ALLENDE 1,9,$325.00,13/01/2025,12:00:00,35809664
IMDM27058365..,TR066,13/01/2025,07:48:22,CERRO GORDO,CERRO GORDO 24,9,$312.00,13/01/2025,12:00:00,35809664
IMDM27383489..,TR 237,13/01/2025,07:46:41,ATIZAPAN,ATIZAPAN 5,5,$147.00,13/01/2025,12:00:00,35809664
IMDM30057646..,HH121,13/01/2025,07:45:59,S.MARTIN PUE.,S.MARTIN PUE. 24,9,$334.00,13/01/2025,12:00:00,35809664
IMDM30057651..,HH-269,13/01/2025,07:44:50,AMOZOC-PEROTE,T3-CANTONA,1,$382.00,13/01/2025,12:00:00,35809664
IMDM27383477..,TR206,13/01/2025,07:44:39,TEPATITLAN,TEPATITLAN 7,9,$806.00,13/01/2025,12:00:00,35809664
IMDM30057664..,HH-252,13/01/2025,07:43:26,OCOZOCUAUTLA,OCOZOCUAUTLA 4,5,$241.00,13/01/2025,12:00:00,35809664
IMDM27113081..,HH 124,13/01/2025,07:41,QUERETARO,QUERETARO 2,7,$544.00,13/01/2025,12:00:00,35809664
IMDM27113038..,HH133,13/01/2025,07:40:30,ACATLAN II,ACATLAN II 1,8,$377.00,13/01/2025,12:00:00,35809664
IMDM30057646..,HH121,13/01/2025,07:37:07,SAN MARTIN TEXMELUCAN,MARTIN TEXMELUCAN 10,9,$2002.00,13/01/2025,12:00:00,35809664
IMDM27492874..,TR181,13/01/2025,07:28:49,CTO. EXT. MEXIQUENSE,A33 VMI - A36 VMII,1,$62.00,14/01/2025,12:00:00,35831038
IMDM27113057..,TR153,13/01/2025,07:22:49,ACATLAN II,ACATLAN II 1,6,$285.00,13/01/2025,12:00:00,35809664
IMDM27492852..,HH276,13/01/2025,07:18:49,LIB. OTE. S.L.P.,LIB. OTE. S.L.P. 4,5,$285.00,13/01/2025,12:00:00,35809664
IMDM27383517..,HH65,13/01/2025,07:17:42,PUERTO INTERIOR,PUERTO INTERIOR 2,5,$282.00,13/01/2025,12:00:00,35809664
IMDM27113047..,TR145,13/01/2025,07:17:06,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$248.00,13/01/2025,12:00:00,35809664
IMDM27383489..,TR 237,13/01/2025,07:15:29,TEPOTZOTLAN,TEPOTZOTLAN 4,5,$471.00,13/01/2025,12:00:00,35809664
IMDM27113038..,HH133,13/01/2025,07:14:03,CHAPALA,CHAPALA 4,7,$244.00,13/01/2025,12:00:00,35809664
IMDM27492874..,TR181,13/01/2025,07:12:54,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$248.00,14/01/2025,12:00:00,35831038
IMDM27383507..,TR-212,13/01/2025,07:09:03,CERRO GORDO,CERRO GORDO 25,5,$212.00,13/01/2025,12:00:00,35809664
IMDM27058349..,HH132,13/01/2025,07:05:47,CERRO GORDO,CERRO GORDO 25,9,$312.00,13/01/2025,12:00:00,35809664
IMDM27383473..,194,13/01/2025,07:03:14,QUERETARO ARCO NORTE,QUERETARO ARCO N 9,4,$222.00,13/01/2025,12:00:00,35809664
IMDM27492874..,TR181,13/01/2025,07:02:34,CTO. EXT. MEXIQUENSE,CONMEX,1,$298.00,14/01/2025,12:00:00,35831038
IMDM27383507..,TR-212,13/01/2025,06:58:28,MENDOZA,MENDOZA 9,5,$185.00,13/01/2025,12:00:00,35809664
IMDM27113057..,TR153,13/01/2025,06:55:43,CHAPALA,CHAPALA 6,6,$217.00,13/01/2025,12:00:00,35809664
IMDM27058352..,114,13/01/2025,06:50:42,LIB. SUR PTE. QRO,LIB SUR PTE QRO 3,5,$345.00,13/01/2025,12:00:00,35809664
IMDM30057661..,HH261,13/01/2025,06:49:46,ENCARNACION DE DIAZ,ENCARNACION DIAZ 5,5,$417.00,13/01/2025,12:00:00,35809664
IMDM27383517..,HH65,13/01/2025,06:49:24,LEON,LEON 1,9,$488.00,13/01/2025,12:00:00,35809664
IMDM27058349..,HH132,13/01/2025,06:47:42,MENDOZA,MENDOZA 10,9,$247.00,13/01/2025,12:00:00,35809664
IMDM30057664..,HH-252,13/01/2025,06:47:19,MALPASITO,MALPASITO 4,5,$241.00,13/01/2025,12:00:00,35809664
IMDM27113038..,HH133,13/01/2025,06:46:41,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 8,7,$190.00,13/01/2025,12:00:00,35809664
IMDM30057658..,TR-264,13/01/2025,06:44:45,LA CUCHILLA,LA CUCHILLA 3,5,$212.00,13/01/2025,12:00:00,35809664
IMDM27058341..,TR127,13/01/2025,06:44:38,PEÑON,PENON-TEXCOCO,1,$121.00,13/01/2025,12:00:00,35809664
IMDM30057683..,HH 233,13/01/2025,06:43:38,ENCARNACION DE DIAZ,ENCARNACION DIAZ 5,5,$417.00,13/01/2025,12:00:00,35809664
IMDM27492874..,TR181,13/01/2025,06:42:59,TEXCOCO,TEXCOCO - PEÑÓN,1,$121.00,13/01/2025,12:00:00,35809664
IMDM27291935..,HH35,13/01/2025,06:40:07,MENDOZA,MENDOZA 2,9,$247.00,13/01/2025,12:00:00,35809664
IMDM27113057..,TR153,13/01/2025,06:37:11,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 6,6,$175.00,13/01/2025,12:00:00,35809664
IMDM27291932..,TR197,13/01/2025,06:32:54,QUERETARO,QUERETARO 4,5,$387.00,13/01/2025,12:00:00,35809664
IMDM27113054..,TR168,13/01/2025,06:32:31,CTO. EXT. MEXIQUENSE,A34  - A36,1,$135.00,13/01/2025,12:00:00,35809664
IMDM27291928..,HH205,13/01/2025,06:30:42,TEPOTZOTLAN,TEPOTZOTLAN 4,5,$471.00,13/01/2025,12:00:00,35809664
IMDM27291935..,HH35,13/01/2025,06:30:04,CERRO GORDO,CERRO GORDO 19,5,$212.00,13/01/2025,12:00:00,35809664
IMDM27113041..,TR026,13/01/2025,06:27:55,ECATEPEC VIAPASS,ECATEPEC-PIRAMIDES 3,1,$514.00,13/01/2025,12:00:00,35809664
IMDM27113041..,TR026,13/01/2025,06:27:30,CTO. EXT. MEXIQUENSE,A4 PACHUCA VÍA 532,1,$55.00,13/01/2025,12:00:00,35809664
IMDM30057638..,TR-258,13/01/2025,06:25:27,LINCOLN,LINCOLN 2,5,$548.00,13/01/2025,12:00:00,35808000
IMDM27291934..,TR198,13/01/2025,06:24:24,QUERETARO,QUERETARO 4,6,$544.00,13/01/2025,12:00:00,35809664
IMDM27113081..,HH 124,13/01/2025,06:19:47,CERRO GORDO,CERRO GORDO 23,6,$312.00,13/01/2025,12:00:00,35809664
IMDM27383473..,194,13/01/2025,06:19:36,ATLACOMULCO-BANOBRAS,ATLACOMULCO-BANOB 1,9,$141.00,13/01/2025,12:00:00,35809664
IMDM27113041..,TR026,13/01/2025,06:18:44,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$420.00,13/01/2025,12:00:00,35809664
IMDM27058349..,HH132,13/01/2025,06:13:37,PUERTO INTERIOR,PUERTO INTERIOR 6,9,$376.00,13/01/2025,12:00:00,35809664
IMDM30057638..,TR-258,13/01/2025,06:12:26,PERIFERICO,PERIFERICO 1,5,$322.00,13/01/2025,12:00:00,35809664
IMDM27113041..,TR026,13/01/2025,06:10:20,CTO. EXT. MEXIQUENSE,A33 VMI - A36 VMII,1,$62.00,13/01/2025,12:00:00,35809664
IMDM27113057..,TR153,13/01/2025,06:09:37,TEPATITLAN,TEPATITLAN 2,6,$638.00,13/01/2025,12:00:00,35809664
IMDM27113054..,TR168,13/01/2025,06:09:02,TEPOTZOTLAN,TEPOTZOTLAN 2,9,$678.00,13/01/2025,12:00:00,35809664
IMDM27113081..,HH 124,13/01/2025,06:08:55,MENDOZA,MENDOZA 9,9,$247.00,13/01/2025,12:00:00,35809664
IMDM30057658..,TR-264,13/01/2025,06:05:37,SAN PEDRO TORREON,SAN PEDRO TORREON 4,5,$415.00,13/01/2025,12:00:00,35809664
IMDM30057661..,HH261,13/01/2025,06:04:07,LEON,LEON 5,5,$411.00,13/01/2025,12:00:00,35809664
IMDM27383473..,194,13/01/2025,06:03:06,CONTEPEC,CONTEPEC 12,9,$141.00,13/01/2025,12:00:00,35809664
IMDM30057683..,HH 233,13/01/2025,05:58:23,LEON,LEON 4,5,$411.00,13/01/2025,12:00:00,35809664
IMDM27058349..,HH132,13/01/2025,05:52:54,LEON,LEON 3,9,$488.00,13/01/2025,12:00:00,35809664
IMDM27291935..,HH35,13/01/2025,05:51:53,APASEO EL GRANDE,PALMILLAS-APASEO GDE,5,$636.00,13/01/2025,12:00:00,35809664
IMDM27492885..,HH247,13/01/2025,05:51:53,SACRAMENTO,SACRAMENTO 1,5,$123.00,13/01/2025,12:00:00,35809664
IMDM30057664..,HH-252,13/01/2025,05:49:33,LAS CHOAPAS,LAS CHOAPAS 5,5,$241.00,13/01/2025,12:00:00,35809664
IMDM27291932..,TR197,13/01/2025,05:46:21,CERRO GORDO,CERRO GORDO 25,9,$312.00,13/01/2025,12:00:00,35809664
IMDM27291930..,HH209,13/01/2025,05:43:57,LIB. MATEHUALA,LIB. MATEHUALA 1,5,$120.00,13/01/2025,12:00:00,35809664
IMDM27291934..,TR198,13/01/2025,05:43:55,CERRO GORDO,CERRO GORDO 25,9,$312.00,13/01/2025,12:00:00,35809664
IMDM27113052..,TR55,13/01/2025,05:43:10,MENDOZA,MENDOZA 10,9,$247.00,13/01/2025,12:00:00,35809664
IMDM27113057..,TR153,13/01/2025,05:39:16,JALOSTOTITLAN,JALOSTOTITLAN 3,6,$502.00,13/01/2025,12:00:00,35809664
IMDM22392735.., ,13/01/2025,05:37:44,CTO. EXT. MEXIQUENSE,T5 TULTITLAN,1,$91.00,13/01/2025,12:00:00,35809664
IMDM27291932..,TR197,13/01/2025,05:35:37,MENDOZA,MENDOZA 10,5,$185.00,13/01/2025,12:00:00,35809664
IMDM27291934..,TR198,13/01/2025,05:33:04,MENDOZA,MENDOZA 6,9,$247.00,13/01/2025,12:00:00,35809664
IMDM27113077.., ,13/01/2025,05:31:38,ANE EASYTRIP,MÉX. PA.-PTE. VIGAS,1,$279.00,13/01/2025,12:00:00,35809664
IMDM27492885..,HH247,13/01/2025,05:29:40,JIMENEZ,JIMENEZ 1,5,$123.00,13/01/2025,12:00:00,35809664
IMDM30057658..,TR-264,13/01/2025,05:29:05,BERMEJILLOS,BERMEJILLOS 1,5,$330.00,13/01/2025,12:00:00,35809664
IMDM27383477..,TR206,13/01/2025,05:27:29,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 3,9,$190.00,13/01/2025,12:00:00,35809664
IMDM22392735.., ,13/01/2025,05:27:12,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$248.00,13/01/2025,12:00:00,35809664
IMDM30057660..,HH260,13/01/2025,05:24:46,LEON,C. ABASTOS AMPL. 16,5,$85.00,13/01/2025,12:00:00,35809664
IMDM27383473..,194,13/01/2025,05:23:56,ZINAPECUARO,ZINAPECUARO 1,4,$351.00,13/01/2025,12:00:00,35809664
IMDM30057669..,HH-126,13/01/2025,05:20:34,TEPOTZOTLAN,TEPOTZOTLAN 3,5,$471.00,13/01/2025,12:00:00,35809664
IMDM30057673..,HH-249,13/01/2025,05:15:17,CTO. EXT. MEXIQUENSE,A34  - A36,1,$54.00,13/01/2025,12:00:00,35809664
IMDM30057673..,HH-249,13/01/2025,05:11:57,SAN MIGUEL,SAN MIGUEL 34,1,$71.00,13/01/2025,12:00:00,35809664
IMDM22392735.., ,13/01/2025,05:10:14,ECATEPEC VIAPASS,Piramides-Ecatepec,1,$210.00,13/01/2025,12:00:00,35809664
IMDM27291912..,TR-169,13/01/2025,05:04:53,JALOSTOTITLAN,JALOSTOTITLAN 5,8,$670.00,13/01/2025,12:00:00,35809664
IMDM27291934..,TR198,13/01/2025,05:03:07,PUERTO INTERIOR,PUERTO INTERIOR 6,9,$376.00,13/01/2025,12:00:00,35809664
IMDM27113077.., ,13/01/2025,05:01:57,ECATEPEC VIAPASS,Piramides-Ecatepec,1,$514.00,13/01/2025,12:00:00,35809664
IMDM27383483..,HH266,13/01/2025,05:01:30,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 5,5,$175.00,13/01/2025,12:00:00,35809664
IMDM27383477..,TR206,13/01/2025,05:01:05,CHAPALA,CHAPALA 3,9,$244.00,13/01/2025,12:00:00,35809664
IMDM27492854..,TR287,13/01/2025,05:00:57,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 5,5,$175.00,13/01/2025,12:00:00,35809664
IMDM27113052..,TR55,13/01/2025,04:59:24,PUERTO INTERIOR,PUERTO INTERIOR 2,9,$376.00,13/01/2025,12:00:00,35809664
IMDM27291914..,TR173,13/01/2025,04:59:11,ARMERIA VIAPASS,Manzanillo-Armeria,1,$1047.00,13/01/2025,12:00:00,35809664
IMDM27383472..,TR201,13/01/2025,04:58:32,LIB. OTE. S.L.P.,LIB. OTE. S.L.P. 13,9,$138.00,13/01/2025,12:00:00,35809664
IMDM30057646..,HH121,13/01/2025,04:54:56,PALMILLAS,PALMILLAS 5,9,$641.00,13/01/2025,12:00:00,35809664
IMDM27058343..,HH 129,13/01/2025,04:53:46,APODACA,APODACA 1,5,$202.00,13/01/2025,12:00:00,35808000
IMDM27383475..,TR-211,13/01/2025,04:53:11,LIB. SUR PTE. QRO,LIB SUR PTE QRO 4,9,$486.00,13/01/2025,12:00:00,35809664
IMDM27291935..,HH35,13/01/2025,04:52:55,PALMILLAS BIS,PALMILLAS BIS 11,5,$440.00,13/01/2025,12:00:00,35809664
IMDM30057638..,TR-258,13/01/2025,04:46:02,LOS CHORROS,LOS CHORROS 1,1,$78.00,13/01/2025,12:00:00,35809664
IMDM27291934..,TR198,13/01/2025,04:44:43,LEON,LEON 1,7,$488.00,13/01/2025,12:00:00,35809664
IMDM30057664..,HH-252,13/01/2025,04:43:40,DOVALI,DOVALI 8,5,$70.00,13/01/2025,12:00:00,35809664
IMDM27113070..,HH161,13/01/2025,04:40:29,LINCOLN,LINCOLN 1,5,$548.00,13/01/2025,12:00:00,35808000
IMDM27058349..,HH132,13/01/2025,04:40:06,JALOSTOTITLAN,JALOSTOTITLAN 5,9,$670.00,13/01/2025,12:00:00,35809664
IMDM27113052..,TR55,13/01/2025,04:39:55,LEON,LEON 1,5,$411.00,13/01/2025,12:00:00,35809664
IMDM27383506..,HH207,13/01/2025,04:39:20,APODACA,APODACA 1,5,$202.00,13/01/2025,12:00:00,35808000
IMDM27291912..,TR-169,13/01/2025,04:36:45,TEPATITLAN,TEPATITLAN 6,7,$806.00,13/01/2025,12:00:00,35809664
IMDM27492868..,TR280,13/01/2025,04:34:48,GUADALUPE,GUADALUPE 4,5,$296.00,13/01/2025,12:00:00,35808000
IMDM27113057..,TR153,13/01/2025,04:34:35,LEON,LEON 4,6,$411.00,13/01/2025,12:00:00,35809664
IMDM27113060..,TR146,13/01/2025,04:33:14,TEPOTZOTLAN,TEPOTZOTLAN 1,5,$471.00,13/01/2025,12:00:00,35809664
IMDM27058345..,TR131,13/01/2025,04:32:16,LEON,CENTRAL ABASTOS 15,5,$85.00,13/01/2025,12:00:00,35809664
IMDM27113038..,HH133,13/01/2025,04:26:10,TEPATITLAN,TEPATITLAN 2,7,$806.00,13/01/2025,12:00:00,35809664
IMDM27492878..,HH233,13/01/2025,04:25:44,SACRAMENTO,SACRAMENTO 1,4,$74.00,13/01/2025,12:00:00,35809664
IMDM27383472..,TR201,13/01/2025,04:25:36,CALDERON,V. ARRIAGA-SLP,9,$382.00,13/01/2025,12:00:00,35809664
IMDM27383473..,194,13/01/2025,04:25:17,PANINDICUARO,PANINDICUARO 2,4,$463.00,13/01/2025,12:00:00,35809664
IMDM27113070..,HH161,13/01/2025,04:23:25,PERIFERICO,PERIFERICO 1,5,$322.00,13/01/2025,12:00:00,35809664
IMDM27492868..,TR280,13/01/2025,04:12:20,APODACA,APODACA 6,5,$511.00,13/01/2025,12:00:00,35808000
IMDM27291935..,HH35,13/01/2025,04:11:48,QUERETARO ARCO NORTE,QUERETARO ARCO N 1,5,$1086.00,13/01/2025,12:00:00,35809664
IMDM27383475..,TR-211,13/01/2025,04:11:27,CERRO GORDO,CERRO GORDO 24,9,$312.00,13/01/2025,12:00:00,35809664
IMDM22392735.., ,13/01/2025,04:09:47,TULANCINGO,TULANCINGO 3,2,$212.00,13/01/2025,12:00:00,35809664
IMDM27291912..,TR-169,13/01/2025,04:09:15,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 3,8,$190.00,13/01/2025,12:00:00,35809664
IMDM27113060..,TR146,13/01/2025,04:05:54,QUERETARO ARCO NORTE,QUERETARO ARCO N 9,5,$350.00,13/01/2025,12:00:00,35809664
IMDM30057658..,TR-264,13/01/2025,04:05:44,CEBALLOS,CEBALLOS 1,5,$337.00,13/01/2025,12:00:00,35809664
IMDM30057669..,HH-126,13/01/2025,04:05:41,PALMILLAS,PALMILLAS 8,5,$440.00,13/01/2025,12:00:00,35809664
IMDM27113077.., ,13/01/2025,04:04:21,TULANCINGO,TULANCINGO 3,5,$334.00,13/01/2025,12:00:00,35809664
IMDM27492878..,HH233,13/01/2025,04:04:21,JIMENEZ,JIMENEZ 1,4,$74.00,13/01/2025,12:00:00,35809664
IMDM27113086..,HH120,13/01/2025,04:02:30,JALOSTOTITLAN,JALOSTOTITLAN 4,8,$670.00,13/01/2025,12:00:00,35809664
IMDM27058349..,HH132,13/01/2025,04:02:25,TEPATITLAN,TEPATITLAN 5,9,$806.00,13/01/2025,12:00:00,35809664
IMDM27383475..,TR-211,13/01/2025,04:01:06,MENDOZA,MENDOZA 10,9,$247.00,13/01/2025,12:00:00,35809664
IMDM27113054..,TR168,13/01/2025,04:01,PALMILLAS,PALMILLAS 2,9,$641.00,13/01/2025,12:00:00,35809664
IMDM27383517..,HH65,13/01/2025,03:58:03,JALOSTOTITLAN,JALOSTOTITLAN 5,9,$670.00,13/01/2025,12:00:00,35809664
IMDM27113038..,HH133,13/01/2025,03:57:36,JALOSTOTITLAN,JALOSTOTITLAN 2,7,$670.00,13/01/2025,12:00:00,35809664
IMDM27383473..,194,13/01/2025,03:56:38,ECUANDUREO,ECUANDUREO 3,4,$245.00,13/01/2025,12:00:00,35809664
IMDM27383477..,TR206,13/01/2025,03:53:21,ACATLAN II,ACATLAN II 15,9,$377.00,13/01/2025,12:00:00,35809664
IMDM27291934..,TR198,13/01/2025,03:52:44,JALOSTOTITLAN,JALOSTOTITLAN 4,7,$670.00,13/01/2025,12:00:00,35809664
IMDM30057646..,HH121,13/01/2025,03:47:53,QUERETARO,QUERETARO 3,9,$544.00,13/01/2025,12:00:00,35809664
IMDM27291912..,TR-169,13/01/2025,03:47:29,CHAPALA,CHAPALA 11,7,$213.00,13/01/2025,12:00:00,35809664
IMDM27492868..,TR280,13/01/2025,03:45:49,LINCOLN,LINCOLN 1,5,$548.00,13/01/2025,12:00:00,35808000
IMDM27058357..,119,13/01/2025,03:41:50,ARRIAGA VIAP,ARRIAGA 1A,1,$165.00,13/01/2025,12:00:00,35809664
IMDM27058332..,108,13/01/2025,03:36:48,SAN MARCOS II,SAN MARCOS II 4,9,$662.00,13/01/2025,12:00:00,35809664
IMDM27291929..,HH208,13/01/2025,03:36:33,APODACA,APODACA 1,5,$202.00,13/01/2025,12:00:00,35808000
IMDM27291930..,HH209,13/01/2025,03:35:27,LOS CHORROS,LOS CHORROS 7,5,$279.00,13/01/2025,12:00:00,35809664
IMDM27492868..,TR280,13/01/2025,03:33:19,PERIFERICO,PERIFERICO 1,5,$322.00,13/01/2025,12:00:00,35809664
IMDM27113086..,HH120,13/01/2025,03:30:31,TEPATITLAN,TEPATITLAN 5,8,$806.00,13/01/2025,12:00:00,35809664
IMDM27383475..,TR-211,13/01/2025,03:29:25,PUERTO INTERIOR,PUERTO INTERIOR 2,9,$376.00,13/01/2025,12:00:00,35809664
IMDM27291912..,TR-169,13/01/2025,03:26:21,ACATLAN II,ACATLAN II 15,8,$377.00,13/01/2025,12:00:00,35809664
IMDM27291934..,TR198,13/01/2025,03:25:32,TEPATITLAN,TEPATITLAN 5,7,$806.00,13/01/2025,12:00:00,35809664
IMDM30057651..,HH-269,13/01/2025,03:23:09,AMOZOC-PEROTE,T2-CUAPIAXTLA,1,$179.00,13/01/2025,12:00:00,35809664
IMDM27383473..,194,13/01/2025,03:21:44,OCOTLAN,OCOTLAN 2,4,$440.00,13/01/2025,12:00:00,35809664
IMDM27113052..,TR55,13/01/2025,03:20:45,JALOSTOTITLAN,JALOSTOTITLAN 5,5,$502.00,13/01/2025,12:00:00,35809664
IMDM27383477..,TR206,13/01/2025,03:19:49,SAYULA,SAYULA 15,9,$286.00,13/01/2025,12:00:00,35809664
IMDM27058349..,HH132,13/01/2025,03:16:55,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 3,9,$190.00,13/01/2025,12:00:00,35809664
IMDM27383515..,202,13/01/2025,03:11:45,CTO. EXT. MEXIQUENSE,CONMEX,1,$440.00,13/01/2025,12:00:00,35809664
IMDM27383472..,TR201,13/01/2025,03:11,LAGOS DE MORENO,LAGOS DE MORENO 4,9,$563.00,13/01/2025,12:00:00,35809664
IMDM27383507..,TR-212,13/01/2025,03:10:42,PUERTO INTERIOR,PUERTO INTERIOR 3,5,$282.00,13/01/2025,12:00:00,35809664
IMDM27383475..,TR-211,13/01/2025,03:09:45,LEON,LEON 2,9,$488.00,13/01/2025,12:00:00,35809664
IMDM30057646..,HH121,13/01/2025,03:05:11,CERRO GORDO,CERRO GORDO 25,9,$312.00,13/01/2025,12:00:00,35809664
IMDM27113060..,TR146,13/01/2025,03:05:03,ATLACOMULCO-BANOBRAS,ATLACOMULCO-BANOB 1,9,$217.00,13/01/2025,12:00:00,35809664
IMDM27383515..,202,13/01/2025,03:00:16,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$618.00,13/01/2025,12:00:00,35809664
IMDM27383517..,HH65,13/01/2025,02:58:35,TEPATITLAN,TEPATITLAN 7,9,$806.00,13/01/2025,12:00:00,35809664
IMDM27291934..,TR198,13/01/2025,02:58:05,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 4,7,$190.00,13/01/2025,12:00:00,35809664
IMDM27383473..,194,13/01/2025,02:56:10,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 4,4,$113.00,13/01/2025,12:00:00,35809664
IMDM27058357..,119,13/01/2025,02:56:07,JIQUIPILAS VIAP,JIQUIPILAS 1A,1,$405.00,13/01/2025,12:00:00,35809664
IMDM27291912..,TR-169,13/01/2025,02:55:38,SAYULA,SAYULA 15,8,$286.00,13/01/2025,12:00:00,35809664
IMDM30057646..,HH121,13/01/2025,02:54:10,MENDOZA,MENDOZA 7,9,$247.00,13/01/2025,12:00:00,35809664
IMDM27113070..,HH161,13/01/2025,02:53:32,LOS CHORROS,LOS CHORROS 1,1,$78.00,13/01/2025,12:00:00,35809664
IMDM27058349..,HH132,13/01/2025,02:52:27,CHAPALA,CHAPALA 3,9,$244.00,13/01/2025,12:00:00,35809664
IMDM27383507..,TR-212,13/01/2025,02:49:36,LEON,LEON 2,5,$411.00,13/01/2025,12:00:00,35809664
IMDM27492870..,TR281,13/01/2025,02:47:50,SACRAMENTO,SACRAMENTO 1,5,$123.00,13/01/2025,12:00:00,35809664
IMDM27383515..,202,13/01/2025,02:42:41,CTO. EXT. MEXIQUENSE,JOROBAS,1,$860.00,13/01/2025,12:00:00,35809664
IMDM27058357..,119,13/01/2025,02:38:26,COITA VIAP,COITA 1A,1,$175.00,13/01/2025,12:00:00,35809664
IMDM27113052..,TR55,13/01/2025,02:37:43,TEPATITLAN,TEPATITLÁN 8,5,$638.00,13/01/2025,12:00:00,35809664
IMDM27113038..,HH133,13/01/2025,02:37:41,LEON,LEON 6,7,$488.00,13/01/2025,12:00:00,35809664
IMDM27113060..,TR146,13/01/2025,02:37:25,CONTEPEC,CONTEPEC 12,9,$217.00,13/01/2025,12:00:00,35809664
IMDM27291934..,TR198,13/01/2025,02:35:54,CHAPALA,CHAPALA 11,7,$213.00,13/01/2025,12:00:00,35809664
IMDM27383473..,194,13/01/2025,02:35:31,CHAPALA,CHAPALA 11,4,$123.00,13/01/2025,12:00:00,35809664
IMDM27058332..,108,13/01/2025,02:30:37,SAYULA,SAYULA 5,9,$286.00,13/01/2025,12:00:00,35809664
IMDM27113054..,TR168,13/01/2025,02:27:16,QUERETARO,QUERETARO 3,9,$544.00,13/01/2025,12:00:00,35809664
IMDM27113077.., ,13/01/2025,02:23:58,AMOZOC-PEROTE,T2-CUAPIAXTLA,1,$179.00,14/01/2025,12:00:00,35822100
IMDM30057646..,HH121,13/01/2025,02:23:37,PUERTO INTERIOR,PUERTO INTERIOR 5,9,$376.00,13/01/2025,12:00:00,35809664
IMDM22392735.., ,13/01/2025,02:22:21,AMOZOC-PEROTE,T2-CUAPIAXTLA,1,$136.00,14/01/2025,12:00:00,35822100
IMDM27492870..,TR281,13/01/2025,02:21:23,JIMENEZ,JIMENEZ 2,5,$123.00,13/01/2025,12:00:00,35809664
